student_id,subject,topic,score,time_spent,attempts,learning_style,quiz_performance,learning_style_encoded,cluster,learner_group
755,CN,TCP/IP,43,56,1,Visual,average,0,1,Struggling Learner
756,DBMS,Normalization,60,49,5,Audio-Visual,average,1,2,Consistent Learner
757,DBMS,Joins,57,53,2,Visual,average,0,1,Struggling Learner
758,CN,OSI Model,54,50,1,Visual,average,0,1,Struggling Learner
759,CN,TCP/IP,29,48,3,Kinesthetic,poor,2,2,Consistent Learner
760,Python,File Handling,72,92,2,Visual,good,0,0,Fast Learner
761,CN,Routing,53,53,4,Audio-Visual,average,1,2,Consistent Learner
762,Python,Functions,65,56,1,Visual,average,0,1,Struggling Learner
763,DBMS,SQL,83,79,3,Visual,good,0,0,Fast Learner
764,DBMS,Joins,62,50,1,Audio-Visual,average,1,1,Struggling Learner
765,DBMS,Normalization,65,51,3,Audio-Visual,average,1,2,Consistent Learner
766,DSA,Arrays,57,66,3,Visual,average,0,1,Struggling Learner
767,DSA,Linked List,85,58,5,Audio-Visual,good,1,2,Consistent Learner
768,Python,File Handling,91,58,1,Kinesthetic,good,2,1,Struggling Learner
769,CN,TCP/IP,63,72,1,Kinesthetic,average,2,1,Struggling Learner
770,DSA,Stack,62,42,5,Visual,average,0,2,Consistent Learner
771,DSA,Arrays,29,56,2,Kinesthetic,poor,2,1,Struggling Learner
772,DSA,Arrays,84,32,2,Audio-Visual,good,1,1,Struggling Learner
773,OS,Processes,61,32,3,Kinesthetic,average,2,2,Consistent Learner
774,Python,Functions,40,84,4,Visual,average,0,2,Consistent Learner
775,OS,Threads,9,62,4,Kinesthetic,poor,2,2,Consistent Learner
776,DBMS,SQL,58,10,1,Kinesthetic,average,2,1,Struggling Learner
777,DBMS,Joins,76,65,4,Kinesthetic,good,2,2,Consistent Learner
778,CN,Routing,65,56,2,Audio-Visual,average,1,1,Struggling Learner
779,CN,OSI Model,50,34,2,Kinesthetic,average,2,1,Struggling Learner
780,Python,Loops,54,61,4,Audio-Visual,average,1,2,Consistent Learner
781,Python,OOP,71,54,4,Audio-Visual,good,1,2,Consistent Learner
782,DBMS,Normalization,43,72,4,Audio-Visual,average,1,2,Consistent Learner
783,DSA,Queue,99,84,1,Audio-Visual,good,1,0,Fast Learner
784,DSA,Stack,100,31,2,Audio-Visual,good,1,1,Struggling Learner
785,Python,Loops,72,37,2,Audio-Visual,good,1,1,Struggling Learner
786,Python,OOP,69,109,3,Audio-Visual,average,1,0,Fast Learner
787,CN,OSI Model,100,42,5,Kinesthetic,good,2,2,Consistent Learner
788,Python,Functions,82,92,2,Visual,good,0,0,Fast Learner
789,Python,File Handling,79,73,2,Audio-Visual,good,1,1,Struggling Learner
790,CN,TCP/IP,74,74,2,Visual,good,0,1,Struggling Learner
791,Python,File Handling,50,37,1,Audio-Visual,average,1,1,Struggling Learner
792,DBMS,Joins,50,49,4,Kinesthetic,average,2,2,Consistent Learner
793,Python,OOP,88,79,4,Audio-Visual,good,1,2,Consistent Learner
794,DBMS,Normalization,82,39,1,Audio-Visual,good,1,1,Struggling Learner
795,CN,Routing,90,41,3,Visual,good,0,1,Struggling Learner
796,Python,Loops,76,52,1,Kinesthetic,good,2,1,Struggling Learner
797,OS,Threads,57,46,4,Audio-Visual,average,1,2,Consistent Learner
798,Python,Loops,98,80,1,Visual,good,0,0,Fast Learner
799,Python,OOP,35,12,1,Kinesthetic,poor,2,1,Struggling Learner
800,OS,Processes,45,47,2,Audio-Visual,average,1,1,Struggling Learner
801,Python,Arrays,50,60,2,Visual,50,0,1,Struggling Learner
802,DBMS,Arrays,50,60,2,Visual,50,0,1,Struggling Learner
803,DBMS,normalization,50,60,2,Visual,50,0,1,Struggling Learner
804,DBMS,normalization,50,60,2,Visual,50,0,1,Struggling Learner
805,DBMS,normalization,50,60,2,Visual,50,0,1,Struggling Learner
806,DBMS,normalization,50,60,2,Audio-Visual,50,1,1,Struggling Learner
807,OS,normalization,50,60,2,Audio-Visual,50,1,1,Struggling Learner
808,OS,threading,50,60,2,Audio-Visual,50,1,1,Struggling Learner
809,OS,threading,79,60,2,Audio-Visual,79,1,1,Struggling Learner
810,OS,Threading,79,60,2,Audio-Visual,79,1,1,Struggling Learner
811,OS,Threading,79,60,2,Audio-Visual,79,1,1,Struggling Learner
812,OS,Threading,83,60,2,Audio-Visual,83,1,1,Struggling Learner
813,OS,Threading,83,60,2,Audio-Visual,83,1,1,Struggling Learner
814,Machine Learning,Optimization,50,60,2,Kinesthetic,50,2,1,Struggling Learner
815,Machine Learning,Optimization,89,60,2,Kinesthetic,89,2,1,Struggling Learner
816,Machine Learning,Optimization,89,132,2,Kinesthetic,89,2,0,Fast Learner
817,Machine Learning,Optimization,89,119,2,Kinesthetic,89,2,0,Fast Learner
818,Machine Learning,Optimization,89,115,2,Kinesthetic,89,2,0,Fast Learner
819,Machine Learning,Optimization,89,115,3,Kinesthetic,89,2,0,Fast Learner
820,Machine Learning,Optimization,89,115,3,Kinesthetic,89,2,0,Fast Learner
821,Machine Learning,Optimization,89,115,3,Kinesthetic,89,2,0,Fast Learner
822,Machine Learning,Optimization,72,115,3,Kinesthetic,72,2,0,Fast Learner
823,Machine Learning,Optimization,72,115,3,Kinesthetic,72,2,0,Fast Learner
824,Machine Learning,Optimization,27,115,3,Kinesthetic,27,2,2,Consistent Learner
825,Machine Learning,Optimization,27,115,3,Kinesthetic,27,2,2,Consistent Learner
826,Machine Learning,Optimization,65,115,3,Kinesthetic,65,2,0,Fast Learner
827,Machine Learning,Optimization,65,115,3,Kinesthetic,65,2,0,Fast Learner
828,Machine Learning,Optimization,23,115,3,Kinesthetic,23,2,2,Consistent Learner
829,Machine Learning,Optimization,52,115,3,Kinesthetic,52,2,0,Fast Learner
830,Machine Learning,Optimization,98,115,3,Kinesthetic,98,2,0,Fast Learner
831,Machine Learning,Optimization,20,115,3,Kinesthetic,20,2,2,Consistent Learner
832,Machine Learning,Optimization,70,115,3,Kinesthetic,70,2,0,Fast Learner
833,Python,Arrays,50,60,2,Visual,50,0,1,Struggling Learner
834,Python,Arrays,94,60,2,Visual,94,0,1,Struggling Learner
835,Python,Arrays,94,60,1,Visual,94,0,1,Struggling Learner
836,Python,Arrays,94,60,2,Visual,94,0,1,Struggling Learner
837,Python,Arrays,94,90,2,Visual,94,0,0,Fast Learner
838,Python,Arrays,94,90,2,Visual,94,0,0,Fast Learner
839,Python,Arrays,87,90,2,Visual,87,0,0,Fast Learner
840,Python,loops,87,90,2,Visual,87,0,0,Fast Learner
841,Python,loops,87,90,2,Visual,87,0,0,Fast Learner
842,DBMS,Arrays,50,60,2,Visual,50,0,1,Struggling Learner
843,DBMS,Arrays,84,60,2,Visual,84,0,1,Struggling Learner
844,DBMS,Arrays,84,60,2,Visual,84,0,1,Struggling Learner
845,DBMS,Arrays,84,60,2,Visual,84,0,1,Struggling Learner
846,DBMS,Arrays,94,60,2,Visual,94,0,1,Struggling Learner
847,DBMS,Arrays,94,138,2,Visual,94,0,0,Fast Learner
848,DBMS,Arrays,94,138,2,Audio-Visual,94,1,0,Fast Learner
849,Machine Learning,Arrays,94,138,2,Audio-Visual,94,1,0,Fast Learner
850,Machine Learning,types of ml,94,138,2,Audio-Visual,94,1,0,Fast Learner
851,Machine Learning,types of ml,94,138,2,Audio-Visual,94,1,0,Fast Learner
852,Machine Learning,types of ml,12,138,2,Audio-Visual,12,1,0,Fast Learner
853,Machine Learning,types of ml,12,138,2,Kinesthetic,12,2,0,Fast Learner
854,Machine Learning,types of ml,12,138,2,Visual,12,0,0,Fast Learner
855,CN,types of ml,12,138,2,Visual,12,0,0,Fast Learner
858,DBMS,Arrays,50,60,2,Visual,50,0,1,Struggling Learner
859,DBMS,Arrays,82,60,2,Visual,82,0,1,Struggling Learner
860,DBMS,Arrays,82,138,2,Visual,82,0,0,Fast Learner
861,DBMS,Arrays,82,38,2,Visual,82,0,1,Struggling Learner
862,DBMS,Arrays,82,38,2,Visual,82,0,1,Struggling Learner
863,DBMS,Arrays,71,38,2,Visual,71,0,1,Struggling Learner
864,DBMS,Arrays,71,38,2,Visual,71,0,1,Struggling Learner
865,DBMS,Arrays,83,38,2,Visual,83,0,1,Struggling Learner
866,DBMS,Arrays,83,38,2,Visual,83,0,1,Struggling Learner
867,OS,Arrays,83,38,2,Visual,83,0,1,Struggling Learner
868,OS,Arrays,83,38,2,Visual,83,0,1,Struggling Learner
869,OS,Arrays,29,38,2,Visual,29,0,1,Struggling Learner
870,CN,Arrays,29,38,2,Visual,29,0,1,Struggling Learner
871,CN,Arrays,29,38,2,Visual,29,0,1,Struggling Learner
872,Machine Learning,Arrays,29,38,2,Visual,29,0,1,Struggling Learner
873,Machine Learning,Arrays,86,38,2,Visual,86,0,1,Struggling Learner
874,Machine Learning,Arrays,91,38,2,Visual,91,0,1,Struggling Learner
875,CN,Arrays,91,38,2,Visual,91,0,1,Struggling Learner
878,CN,osi,86,38,2,Visual,86,0,1,Struggling Learner
879,CN,osi,86,38,2,Visual,86,0,1,Struggling Learner
880,DBMS,normalization,84,90,1,Audio-Visual,84,1,0,Fast Learner
881,DBMS,normalization,93,90,1,Audio-Visual,93,1,0,Fast Learner
882,DBMS,normalization,93,90,1,Audio-Visual,93,1,0,Fast Learner
883,DBMS,normalization,89,90,1,Audio-Visual,89,1,0,Fast Learner
884,DBMS,normalization,89,90,1,Audio-Visual,89,1,0,Fast Learner
886,CN,OSI model,84,101,2,Audio-Visual,84,1,0,Fast Learner
887,Python,OSI model,84,101,2,Audio-Visual,84,1,0,Fast Learner
888,Python,basics,84,101,2,Audio-Visual,84,1,0,Fast Learner
889,Python,basics,84,101,2,Visual,84,0,0,Fast Learner
890,Python,basics,84,101,3,Visual,84,0,0,Fast Learner
891,Python,basics,84,127,3,Visual,84,0,0,Fast Learner
892,Python,basics,91,127,3,Visual,91,0,0,Fast Learner
893,Python,basics,91,127,3,Visual,91,0,0,Fast Learner
894,Python,loops,91,127,3,Visual,91,0,0,Fast Learner
895,Python,loops,24,127,3,Visual,24,0,0,Fast Learner
896,Python,loops,24,64,3,Visual,24,0,1,Struggling Learner
897,Python,loops,24,30,3,Visual,24,0,1,Struggling Learner
898,Python,loops,24,30,3,Visual,24,0,1,Struggling Learner
899,Python,loops,24,30,3,Visual,24,0,1,Struggling Learner
900,DBMS,Arrays,50,60,2,Audio-Visual,50,1,1,Struggling Learner
901,DBMS,Arrays,50,60,2,Audio-Visual,50,1,1,Struggling Learner
902,DBMS,Arrays,50,60,2,Audio-Visual,50,1,1,Struggling Learner
903,CN,Arrays,50,60,2,Audio-Visual,50,1,1,Struggling Learner
904,CN,Arrays,88,60,2,Audio-Visual,88,1,1,Struggling Learner
905,CN,Arrays,88,121,2,Audio-Visual,88,1,0,Fast Learner
906,CN,Arrays,88,121,3,Audio-Visual,88,1,0,Fast Learner
907,CN,Arrays,88,121,3,Audio-Visual,88,1,0,Fast Learner
908,OS,ArraysOSI model,66,60,2,Visual,66,0,1,Struggling Learner
909,OS,ArraysOSI model,66,60,2,Audio-Visual,66,1,1,Struggling Learner
910,DBMS,Normalization,50,60,2,Audio-Visual,50,1,1,Struggling Learner
911,Python,Arrays,50,60,2,Visual,50,0,1,Struggling Learner
912,OS,Deadlocks,69,35,1,Visual,69,0,1,Struggling Learner
913,OS,Deadlocks,85,35,1,Visual,85,0,1,Struggling Learner
914,OS,Deadlocks,85,74,1,Visual,85,0,1,Struggling Learner
915,OS,Deadlocks,85,97,1,Visual,85,0,0,Fast Learner
916,OS,Deadlocks,85,97,2,Visual,85,0,0,Fast Learner
917,OS,Deadlocks,85,97,2,Visual,85,0,0,Fast Learner
918,OS,Deadlocks,85,97,2,Audio-Visual,85,1,0,Fast Learner
919,DBMS,All Topics,85,97,2,Audio-Visual,85,1,0,Fast Learner
920,DBMS,SQL Queries,85,97,2,Audio-Visual,85,1,0,Fast Learner
921,DBMS,SQL Queries,9,97,2,Audio-Visual,9,1,1,Struggling Learner
922,DBMS,SQL Queries,25,97,2,Audio-Visual,25,1,1,Struggling Learner
923,DBMS,SQL Queries,21,97,2,Audio-Visual,21,1,1,Struggling Learner
924,DBMS,SQL Queries,21,68,2,Audio-Visual,21,1,1,Struggling Learner
925,DBMS,SQL Queries,21,38,2,Audio-Visual,21,1,1,Struggling Learner
926,DBMS,SQL Queries,21,47,2,Audio-Visual,21,1,1,Struggling Learner
927,DBMS,SQL Queries,21,62,2,Audio-Visual,21,1,1,Struggling Learner
928,DBMS,SQL Queries,21,62,1,Audio-Visual,21,1,1,Struggling Learner
929,DBMS,SQL Queries,21,62,1,Audio-Visual,21,1,1,Struggling Learner
930,Machine Learning,Regression,50,60,2,Kinesthetic,50,2,1,Struggling Learner
931,Machine Learning,Regression,75,60,2,Kinesthetic,75,2,1,Struggling Learner
932,Machine Learning,Supervised Learning,75,60,2,Kinesthetic,75,2,1,Struggling Learner
933,Machine Learning,Supervised Learning,75,60,2,Kinesthetic,75,2,1,Struggling Learner
934,DBMS,All Topics,75,60,2,Kinesthetic,75,2,1,Struggling Learner
935,DBMS,Transactions,75,60,2,Kinesthetic,75,2,1,Struggling Learner
936,DBMS,Transactions,56,60,2,Kinesthetic,56,2,1,Struggling Learner
937,DBMS,Transactions,62,60,2,Kinesthetic,62,2,1,Struggling Learner
938,DBMS,Transactions,62,60,2,Kinesthetic,62,2,1,Struggling Learner
939,CN,All Topics,62,60,2,Kinesthetic,62,2,1,Struggling Learner
940,CN,Network Security,62,60,2,Kinesthetic,62,2,1,Struggling Learner
941,CN,Network Security,17,60,2,Kinesthetic,17,2,1,Struggling Learner
942,CN,Network Security,25,60,2,Kinesthetic,25,2,1,Struggling Learner
943,CN,Network Security,15,60,2,Kinesthetic,15,2,1,Struggling Learner
944,CN,Network Security,15,78,2,Kinesthetic,15,2,1,Struggling Learner
945,CN,Network Security,15,78,1,Kinesthetic,15,2,1,Struggling Learner
946,CN,Network Security,15,78,1,Kinesthetic,15,2,1,Struggling Learner
947,OS,Process Scheduling,86,60,1,Kinesthetic,86,2,1,Struggling Learner
948,OS,Process Scheduling,86,60,2,Kinesthetic,86,2,1,Struggling Learner
949,OS,Process Scheduling,86,60,2,Kinesthetic,86,2,1,Struggling Learner
950,OS,Process Scheduling,30,39,1,Visual,30,0,1,Struggling Learner
951,OS,Process Scheduling,30,39,1,Visual,30,0,1,Struggling Learner
952,DBMS,Transactions,88,34,1,Kinesthetic,88,2,1,Struggling Learner
953,DBMS,Transactions,88,34,2,Kinesthetic,88,2,1,Struggling Learner
954,DBMS,Transactions,88,34,2,Kinesthetic,88,2,1,Struggling Learner
955,DBMS,Transactions,88,34,3,Kinesthetic,88,2,2,Consistent Learner
956,DBMS,Transactions,88,34,3,Kinesthetic,88,2,2,Consistent Learner
957,DBMS,Transactions,78,34,3,Kinesthetic,78,2,2,Consistent Learner
958,DBMS,Transactions,97,34,3,Kinesthetic,97,2,2,Consistent Learner
959,DBMS,Transactions,93,34,3,Kinesthetic,93,2,2,Consistent Learner
960,DBMS,Normalization,93,34,3,Kinesthetic,93,2,2,Consistent Learner
961,DBMS,Normalization,93,34,3,Kinesthetic,93,2,2,Consistent Learner
962,DBMS,Normalization,93,131,3,Kinesthetic,93,2,0,Fast Learner
963,DBMS,Normalization,93,131,3,Kinesthetic,93,2,0,Fast Learner
964,DBMS,Normalization,93,131,2,Kinesthetic,93,2,0,Fast Learner
965,DBMS,Normalization,93,131,2,Kinesthetic,93,2,0,Fast Learner
966,DBMS,Normalization,93,131,1,Kinesthetic,93,2,0,Fast Learner
967,DBMS,Normalization,93,131,1,Kinesthetic,93,2,0,Fast Learner
968,DBMS,Normalization,96,131,1,Kinesthetic,96,2,0,Fast Learner
969,DBMS,Normalization,96,131,2,Kinesthetic,96,2,0,Fast Learner
970,DBMS,Normalization,96,131,2,Kinesthetic,96,2,0,Fast Learner
971,DBMS,Normalization,96,131,2,Kinesthetic,96,2,0,Fast Learner
972,Python,General,93,157,1,Kinesthetic,93,2,0,Fast Learner
973,Python,Data Types,93,157,1,Kinesthetic,93,2,0,Fast Learner
974,Python,OOP,93,157,1,Kinesthetic,93,2,0,Fast Learner
975,Python,OOP,93,157,1,Kinesthetic,93,2,0,Fast Learner
976,DBMS,General,93,157,1,Kinesthetic,93,2,0,Fast Learner
977,DBMS,SQL Queries,93,157,1,Kinesthetic,93,2,0,Fast Learner
978,DBMS,SQL Queries,93,157,1,Kinesthetic,93,2,0,Fast Learner
979,DBMS,SQL Queries,93,105,1,Kinesthetic,93,2,0,Fast Learner
980,DBMS,SQL Queries,51,105,1,Kinesthetic,51,2,0,Fast Learner
981,DBMS,SQL Queries,51,105,1,Kinesthetic,51,2,0,Fast Learner
982,Machine Learning,Regression,76,122,2,Visual,76,0,0,Fast Learner
983,DBMS,General,76,122,2,Visual,76,0,0,Fast Learner
984,DBMS,Normalization,76,122,2,Visual,76,0,0,Fast Learner
985,DBMS,Normalization,76,122,2,Visual,76,0,0,Fast Learner
986,DBMS,Normalization,86,122,2,Visual,86,0,0,Fast Learner
987,DBMS,Normalization,86,139,2,Visual,86,0,0,Fast Learner
988,DBMS,Normalization,86,139,3,Visual,86,0,0,Fast Learner
989,DBMS,Normalization,86,139,3,Visual,86,0,0,Fast Learner
990,DBMS,SQL Queries,86,139,3,Visual,86,0,0,Fast Learner
991,DBMS,SQL Queries,86,139,3,Visual,86,0,0,Fast Learner
992,DBMS,SQL Queries,63,139,3,Visual,63,0,0,Fast Learner
993,DBMS,SQL Queries,75,139,3,Visual,75,0,0,Fast Learner
994,DBMS,SQL Queries,86,139,3,Visual,86,0,0,Fast Learner
995,DBMS,SQL Queries,14,139,3,Visual,14,0,0,Fast Learner
996,DBMS,SQL Queries,4,139,3,Visual,4,0,0,Fast Learner
997,DBMS,SQL Queries,32,139,3,Visual,32,0,0,Fast Learner
998,DBMS,SQL Queries,58,139,3,Visual,58,0,0,Fast Learner
999,DBMS,SQL Queries,94,139,3,Visual,94,0,0,Fast Learner
1000,DBMS,SQL Queries,98,139,3,Visual,98,0,0,Fast Learner
1001,DBMS,SQL Queries,66,139,3,Visual,66,0,0,Fast Learner
1002,DBMS,SQL Queries,35,139,3,Visual,35,0,0,Fast Learner
1003,DBMS,SQL Queries,14,139,3,Visual,14,0,0,Fast Learner
1004,DBMS,SQL Queries,67,139,3,Visual,67,0,0,Fast Learner
1005,DBMS,SQL Queries,80,139,3,Visual,80,0,0,Fast Learner
1006,DBMS,SQL Queries,91,139,3,Visual,91,0,0,Fast Learner
1007,DBMS,SQL Queries,54,139,3,Visual,54,0,0,Fast Learner
1008,DBMS,Transactions,86,105,3,Kinesthetic,86,2,0,Fast Learner
1009,DBMS,SQL Queries,75,148,3,Visual,75,0,0,Fast Learner
1010,OS,General,75,148,3,Visual,75,0,0,Fast Learner
1011,CN,General,75,148,3,Visual,75,0,0,Fast Learner
1012,CN,OSI Model,75,148,3,Visual,75,0,0,Fast Learner
1013,DBMS,SQL Queries,87,110,3,Audio-Visual,87,1,0,Fast Learner
1014,OS,General,87,110,3,Audio-Visual,87,1,0,Fast Learner
1015,OS,Memory Management,87,110,3,Audio-Visual,87,1,0,Fast Learner
1016,OS,Deadlocks,87,110,3,Audio-Visual,87,1,0,Fast Learner
1017,OS,Process Scheduling,87,110,3,Audio-Visual,87,1,0,Fast Learner
1018,CN,General,87,110,3,Audio-Visual,87,1,0,Fast Learner
1019,CN,OSI Model,87,110,3,Audio-Visual,87,1,0,Fast Learner
1020,OS,Process Scheduling,87,110,3,Audio-Visual,87,1,0,Fast Learner
1021,OS,Process Scheduling,87,110,3,Audio-Visual,87,1,0,Fast Learner
1022,OS,Process Scheduling,87,110,3,Audio-Visual,87,1,0,Fast Learner
1023,OS,Process Scheduling,87,143,3,Audio-Visual,87,1,0,Fast Learner
1024,OS,Process Scheduling,87,143,4,Audio-Visual,87,1,0,Fast Learner
1025,OS,Process Scheduling,87,143,4,Audio-Visual,87,1,0,Fast Learner
1026,OS,Process Scheduling,87,143,1,Audio-Visual,87,1,0,Fast Learner
1027,OS,Process Scheduling,87,143,1,Audio-Visual,87,1,0,Fast Learner
1028,OS,Process Scheduling,76,143,1,Audio-Visual,76,1,0,Fast Learner
1029,OS,Process Scheduling,76,143,1,Audio-Visual,76,1,0,Fast Learner
1030,OS,Process Scheduling,66,143,1,Audio-Visual,66,1,0,Fast Learner
1031,OS,Process Scheduling,66,143,1,Audio-Visual,66,1,0,Fast Learner
1032,OS,Process Scheduling,71,131,1,Audio-Visual,71,1,0,Fast Learner
